rikishi1,odds1,rikishi2,odds2,ts,basho
Daishomaru,1.6,Toyohibiki,2.34,2017-05-19T08:00:01Z,2017-05
Goeido,1.83333333333333,Mitakeumi,1.97,2017-05-19T08:00:01Z,2017-05
Hakuho,1.15,Endo,5.5,2017-05-19T08:00:01Z,2017-05
Harumafuji,1.125,Aoiyama,6.1,2017-05-19T08:00:01Z,2017-05
Ichinojo,1.92,Ura,1.88,2017-05-19T08:00:01Z,2017-05
Ikioi,1.79,Takekaze,2.02,2017-05-19T08:00:01Z,2017-05
Ishiura,1.82,Myogiryu,1.99,2017-05-19T08:00:01Z,2017-05
Kagayaki,1.84,Takakeisho,1.96,2017-05-19T08:00:01Z,2017-05
Kisenosato,1.27,Daieisho,3.78,2017-05-19T08:00:01Z,2017-05
Kotoshogiku,1.52,Yoshikaze,2.53,2017-05-19T08:00:01Z,2017-05
Kotoyuki,1.77,Onosho,2.05,2017-05-19T08:00:01Z,2017-05
Okinoumi,2.04,Takarafuji,1.78,2017-05-19T08:00:01Z,2017-05
Shodai,1.6,Takanoiwa,2.34,2017-05-19T08:00:01Z,2017-05
Sokokurai,1.83333333333333,Hokutofuji,1.97,2017-05-19T08:00:01Z,2017-05
Takayasu,1.39,Tamawashi,3,2017-05-19T08:00:01Z,2017-05
Terunofuji,1.44444444444444,Chiyonokuni,2.78,2017-05-19T08:00:01Z,2017-05
Tochiozan,1.59,Chiyoshoma,2.36,2017-05-19T08:00:01Z,2017-05
Tokushoryu,1.8,Chiyotairyu,2.01,2017-05-19T08:00:01Z,2017-05
Yutakayama,1.9,Sadanoumi,1.9,2017-05-19T08:00:01Z,2017-05
Chiyotairyu,2.28,Onosho,1.63,2017-05-19T11:00:02Z,2017-05
Endo,1.9,Aoiyama,1.9,2017-05-19T11:00:02Z,2017-05
Goeido,1.65,Kotoshogiku,2.24,2017-05-19T11:00:02Z,2017-05
Hakuho,1.1,Daieisho,7,2017-05-19T11:00:02Z,2017-05
Harumafuji,1.4,Yoshikaze,2.96,2017-05-19T11:00:02Z,2017-05
Ichinojo,1.45,Arawashi,2.76,2017-05-19T11:00:02Z,2017-05
Ikioi,1.85,Takarafuji,1.95238095238095,2017-05-19T11:00:02Z,2017-05
Kaisei,1.7,Osunaarashi,2.15,2017-05-19T11:00:02Z,2017-05
Kisenosato,1.47,Mitakeumi,2.69,2017-05-19T11:00:02Z,2017-05
Kotoyuki,1.55,Myogiryu,2.45,2017-05-19T11:00:02Z,2017-05
Shodai,1.75,Takakeisho,2.08,2017-05-19T11:00:02Z,2017-05
Shohozan,1.99,Kagayaki,1.82,2017-05-19T11:00:02Z,2017-05
Sokokurai,2.15,Ura,1.7,2017-05-19T11:00:02Z,2017-05
Takanoiwa,1.68,Takekaze,2.19,2017-05-19T11:00:02Z,2017-05
Takayasu,1.4,Chiyoshoma,2.96,2017-05-19T11:00:02Z,2017-05
Tamawashi,1.47,Chiyonokuni,2.69,2017-05-19T11:00:02Z,2017-05
Terunofuji,1.44,Okinoumi,2.79,2017-05-19T11:00:02Z,2017-05
Tochiozan,1.6,Hokutofuji,2.34,2017-05-19T11:00:02Z,2017-05
Tokushoryu,2.24,Daishomaru,1.65,2017-05-19T11:00:02Z,2017-05
Toyohibiki,1.86,Yutakayama,1.94,2017-05-19T11:00:02Z,2017-05
Goeido,1.55,Kotoshogiku,2.45,2017-05-19T12:00:02Z,2017-05
Ikioi,1.79,Takarafuji,2.02,2017-05-19T12:00:02Z,2017-05
Kaisei,1.65,Osunaarashi,2.24,2017-05-19T12:00:02Z,2017-05
Kisenosato,1.48,Mitakeumi,2.65,2017-05-19T12:00:02Z,2017-05
Sokokurai,2.24,Ura,1.65,2017-05-19T12:00:02Z,2017-05
Goeido,1.52,Kotoshogiku,2.53,2017-05-19T13:00:01Z,2017-05
Kisenosato,1.47,Mitakeumi,2.69,2017-05-20T00:00:01Z,2017-05
Kisenosato,1.52,Mitakeumi,2.55,2017-05-20T03:00:02Z,2017-05
Takayasu,1.37,Chiyoshoma,3.1,2017-05-20T03:00:02Z,2017-05
Terunofuji,1.4,Okinoumi,2.96,2017-05-20T03:00:02Z,2017-05
Shohozan,2.02,Kagayaki,1.79,2017-05-20T05:00:01Z,2017-05
Takanoiwa,1.65,Takekaze,2.24,2017-05-20T05:00:01Z,2017-05
Endo,1.85,Aoiyama,1.95238095238095,2017-05-20T08:00:01Z,2017-05
Chiyotairyu,2.28,Onosho,1.63,2017-05-20T09:00:01Z,2017-05
Endo,1.85,Aoiyama,1.95238095238095,2017-05-20T09:00:01Z,2017-05
Goeido,1.54,Kotoshogiku,2.48,2017-05-20T09:00:01Z,2017-05
Hakuho,1.1,Daieisho,7,2017-05-20T09:00:01Z,2017-05
Harumafuji,1.4,Yoshikaze,2.96,2017-05-20T09:00:01Z,2017-05
Ichinojo,1.45,Arawashi,2.76,2017-05-20T09:00:01Z,2017-05
Ikioi,1.79,Takarafuji,2.02,2017-05-20T09:00:01Z,2017-05
Kaisei,1.65,Osunaarashi,2.24,2017-05-20T09:00:01Z,2017-05
Kisenosato,1.46,Mitakeumi,2.72,2017-05-20T09:00:01Z,2017-05
Kotoyuki,1.55,Myogiryu,2.45,2017-05-20T09:00:01Z,2017-05
Shodai,1.75,Takakeisho,2.08,2017-05-20T09:00:01Z,2017-05
Shohozan,2.02,Kagayaki,1.79,2017-05-20T09:00:01Z,2017-05
Sokokurai,2.24,Ura,1.65,2017-05-20T09:00:01Z,2017-05
Takanoiwa,1.65,Takekaze,2.24,2017-05-20T09:00:01Z,2017-05
Takayasu,1.37,Chiyoshoma,3.1,2017-05-20T09:00:01Z,2017-05
Tamawashi,1.47,Chiyonokuni,2.69,2017-05-20T09:00:01Z,2017-05
Terunofuji,1.4,Okinoumi,2.96,2017-05-20T09:00:01Z,2017-05
Tochiozan,1.6,Hokutofuji,2.34,2017-05-20T09:00:01Z,2017-05
Tokushoryu,2.24,Daishomaru,1.65,2017-05-20T09:00:01Z,2017-05
Toyohibiki,1.86,Yutakayama,1.94,2017-05-20T09:00:01Z,2017-05
Chiyonokuni,1.7,Daieisho,2.15,2017-05-20T12:00:01Z,2017-05
Daishomaru,1.65,Arawashi,2.24,2017-05-20T12:00:01Z,2017-05
Goeido,1.48,Endo,2.65,2017-05-20T12:00:01Z,2017-05
Hakuho,1.15,Kotoshogiku,5.5,2017-05-20T12:00:01Z,2017-05
Harumafuji,1.16,Chiyoshoma,5.3,2017-05-20T12:00:01Z,2017-05
Ichinojo,1.62,Takekaze,2.3,2017-05-20T12:00:01Z,2017-05
Ikioi,1.52,Tokushoryu,2.53,2017-05-20T12:00:01Z,2017-05
Ishiura,1.9,Kaisei,1.9,2017-05-20T12:00:01Z,2017-05
Kagayaki,1.65,Toyohibiki,2.24,2017-05-20T12:00:01Z,2017-05
Kisenosato,1.2,Aoiyama,4.55,2017-05-20T12:00:01Z,2017-05
Kotoyuki,1.46,Yutakayama,2.72,2017-05-20T12:00:01Z,2017-05
Myogiryu,1.47,Chiyomaru,2.69,2017-05-20T12:00:01Z,2017-05
Shodai,1.5,Shohozan,2.59,2017-05-20T12:00:01Z,2017-05
Sokokurai,2.11,Takanoiwa,1.73,2017-05-20T12:00:01Z,2017-05
Takarafuji,1.76,Hokutofuji,2.07,2017-05-20T12:00:01Z,2017-05
Takayasu,1.66,Yoshikaze,2.22,2017-05-20T12:00:01Z,2017-05
Tamawashi,1.48,Okinoumi,2.65,2017-05-20T12:00:01Z,2017-05
Terunofuji,1.63,Mitakeumi,2.28,2017-05-20T12:00:01Z,2017-05
Tochiozan,1.93,Takakeisho,1.87,2017-05-20T12:00:01Z,2017-05
Ura,1.6,Onosho,2.34,2017-05-20T12:00:01Z,2017-05
Chiyonokuni,1.65,Daieisho,2.24,2017-05-20T13:00:02Z,2017-05
Goeido,1.44444444444444,Endo,2.78,2017-05-20T13:00:02Z,2017-05
Takayasu,1.63,Yoshikaze,2.28,2017-05-20T16:00:02Z,2017-05
Ichinojo,1.66666666666667,Takekaze,2.21,2017-05-20T21:00:01Z,2017-05
Ishiura,1.84,Kaisei,1.96,2017-05-20T21:00:01Z,2017-05
Terunofuji,1.68,Mitakeumi,2.19,2017-05-20T21:00:01Z,2017-05
Goeido,1.45,Endo,2.76,2017-05-20T23:00:01Z,2017-05
Harumafuji,1.15,Chiyoshoma,5.5,2017-05-20T23:00:01Z,2017-05
Takarafuji,1.79,Hokutofuji,2.02,2017-05-20T23:00:01Z,2017-05
Tamawashi,1.45,Okinoumi,2.76,2017-05-20T23:00:01Z,2017-05
Hakuho,1.13333333333333,Kotoshogiku,5.9,2017-05-21T00:00:02Z,2017-05
Sokokurai,2.19,Takanoiwa,1.68,2017-05-21T00:00:02Z,2017-05
Ikioi,1.5,Tokushoryu,2.59,2017-05-21T06:00:02Z,2017-05
Kagayaki,1.61,Toyohibiki,2.32,2017-05-21T06:00:02Z,2017-05
Takarafuji,1.83,Hokutofuji,1.98,2017-05-21T06:00:02Z,2017-05
Hakuho,1.11,Kotoshogiku,6.6,2017-05-21T07:00:02Z,2017-05
Harumafuji,1.14,Chiyoshoma,5.7,2017-05-21T07:00:02Z,2017-05
Kotoyuki,1.45,Yutakayama,2.76,2017-05-21T07:00:02Z,2017-05
Chiyonokuni,1.65,Daieisho,2.24,2017-05-21T08:00:02Z,2017-05
Daishomaru,1.65,Arawashi,2.24,2017-05-21T08:00:02Z,2017-05
Goeido,1.45,Endo,2.76,2017-05-21T08:00:02Z,2017-05
Hakuho,1.095,Kotoshogiku,7.2,2017-05-21T08:00:02Z,2017-05
Harumafuji,1.14,Chiyoshoma,5.7,2017-05-21T08:00:02Z,2017-05
Ichinojo,1.66666666666667,Takekaze,2.21,2017-05-21T08:00:02Z,2017-05
Ikioi,1.5,Tokushoryu,2.59,2017-05-21T08:00:02Z,2017-05
Ishiura,1.84,Kaisei,1.96,2017-05-21T08:00:02Z,2017-05
Kagayaki,1.61,Toyohibiki,2.32,2017-05-21T08:00:02Z,2017-05
Kisenosato,1.2,Aoiyama,4.55,2017-05-21T08:00:02Z,2017-05
Kotoyuki,1.45,Yutakayama,2.76,2017-05-21T08:00:02Z,2017-05
Myogiryu,1.47,Chiyomaru,2.69,2017-05-21T08:00:02Z,2017-05
Shodai,1.5,Shohozan,2.59,2017-05-21T08:00:02Z,2017-05
Sokokurai,2.19,Takanoiwa,1.68,2017-05-21T08:00:02Z,2017-05
Takarafuji,1.83,Hokutofuji,1.98,2017-05-21T08:00:02Z,2017-05
Takayasu,1.63,Yoshikaze,2.28,2017-05-21T08:00:02Z,2017-05
Tamawashi,1.45,Okinoumi,2.76,2017-05-21T08:00:02Z,2017-05
Terunofuji,1.76,Mitakeumi,2.06,2017-05-21T08:00:02Z,2017-05
Tochiozan,1.93,Takakeisho,1.87,2017-05-21T08:00:02Z,2017-05
Ura,1.6,Onosho,2.34,2017-05-21T08:00:02Z,2017-05
Chiyoshoma,1.54,Okinoumi,2.48,2017-05-21T12:00:01Z,2017-05
Chiyotairyu,1.55,Kyokushuho,2.45,2017-05-21T12:00:01Z,2017-05
Hakuho,1.06,Aoiyama,9.2,2017-05-21T12:00:01Z,2017-05
Harumafuji,1.45,Tamawashi,2.76,2017-05-21T12:00:01Z,2017-05
Ichinojo,1.58,Toyohibiki,2.38,2017-05-21T12:00:01Z,2017-05
Ikioi,1.58,Takanoiwa,2.38,2017-05-21T12:00:01Z,2017-05
Ishiura,2.12,Daishomaru,1.72,2017-05-21T12:00:01Z,2017-05
Kagayaki,1.75,Onosho,2.08,2017-05-21T12:00:01Z,2017-05
Kisenosato,1.31,Tochiozan,3.46,2017-05-21T12:00:01Z,2017-05
Kotoshogiku,1.87,Endo,1.93,2017-05-21T12:00:01Z,2017-05
Kotoyuki,1.88,Kaisei,1.92,2017-05-21T12:00:01Z,2017-05
Mitakeumi,1.75,Yoshikaze,2.08,2017-05-21T12:00:01Z,2017-05
Shodai,1.7,Hokutofuji,2.15,2017-05-21T12:00:01Z,2017-05
Sokokurai,1.55,Arawashi,2.45,2017-05-21T12:00:01Z,2017-05
Takakeisho,1.7,Takekaze,2.15,2017-05-21T12:00:01Z,2017-05
Takarafuji,1.72,Daieisho,2.12,2017-05-21T12:00:01Z,2017-05
Takayasu,1.36,Chiyonokuni,3.15,2017-05-21T12:00:01Z,2017-05
Terunofuji,1.9,Goeido,1.9,2017-05-21T12:00:01Z,2017-05
Tokushoryu,1.5,Yutakayama,2.59,2017-05-21T12:00:01Z,2017-05
Ura,1.6,Shohozan,2.34,2017-05-21T12:00:01Z,2017-05
Harumafuji,1.48,Tamawashi,2.67,2017-05-21T15:00:01Z,2017-05
Kisenosato,1.3,Tochiozan,3.52,2017-05-21T15:00:01Z,2017-05
Takayasu,1.33333333333333,Chiyonokuni,3.3,2017-05-21T15:00:01Z,2017-05
Kotoshogiku,1.95238095238095,Endo,1.85,2017-05-21T16:00:01Z,2017-05
Hakuho,1.04,Aoiyama,11,2017-05-21T18:00:01Z,2017-05
Harumafuji,1.4,Tamawashi,2.96,2017-05-21T18:00:01Z,2017-05
Kisenosato,1.25,Tochiozan,3.96,2017-05-21T18:00:01Z,2017-05
Takayasu,1.27,Chiyonokuni,3.78,2017-05-21T18:00:01Z,2017-05
Chiyoshoma,1.55,Okinoumi,2.47,2017-05-21T20:00:01Z,2017-05
Terunofuji,1.86,Goeido,1.94,2017-05-21T20:00:01Z,2017-05
Chiyotairyu,1.53,Kyokushuho,2.51,2017-05-21T23:00:02Z,2017-05
Harumafuji,1.34,Tamawashi,3.26,2017-05-21T23:00:02Z,2017-05
Sokokurai,1.56,Arawashi,2.43,2017-05-21T23:00:02Z,2017-05
Takarafuji,1.76,Daieisho,2.06,2017-05-21T23:00:02Z,2017-05
Takakeisho,1.68,Takekaze,2.19,2017-05-22T00:00:01Z,2017-05
Tokushoryu,1.45,Yutakayama,2.76,2017-05-22T00:00:01Z,2017-05
Ura,1.59,Shohozan,2.36,2017-05-22T00:00:01Z,2017-05
Chiyotairyu,1.49,Kyokushuho,2.625,2017-05-22T01:00:01Z,2017-05
Harumafuji,1.32,Tamawashi,3.38,2017-05-22T01:00:01Z,2017-05
Ikioi,1.64,Takanoiwa,2.26,2017-05-22T01:00:01Z,2017-05
Kisenosato,1.24,Tochiozan,4.05,2017-05-22T01:00:01Z,2017-05
Kotoyuki,1.94,Kaisei,1.86,2017-05-22T01:00:01Z,2017-05
Takakeisho,1.63,Takekaze,2.28,2017-05-22T01:00:01Z,2017-05
Takayasu,1.25,Chiyonokuni,3.96,2017-05-22T01:00:01Z,2017-05
Ura,1.54,Shohozan,2.48,2017-05-22T01:00:01Z,2017-05
Hakuho,1.03636363636364,Aoiyama,11.5,2017-05-22T02:00:01Z,2017-05
Takayasu,1.21,Chiyonokuni,4.4,2017-05-22T04:00:01Z,2017-05
Ikioi,1.62,Takanoiwa,2.3,2017-05-22T06:00:02Z,2017-05
Kagayaki,1.71,Onosho,2.14,2017-05-22T06:00:02Z,2017-05
Kisenosato,1.25,Tochiozan,3.98,2017-05-22T06:00:02Z,2017-05
Harumafuji,1.33,Tamawashi,3.32,2017-05-22T07:00:02Z,2017-05
Takayasu,1.19,Chiyonokuni,4.7,2017-05-22T07:00:02Z,2017-05
Tokushoryu,1.43,Yutakayama,2.83,2017-05-22T07:00:02Z,2017-05
Chiyoshoma,1.55,Okinoumi,2.47,2017-05-22T08:00:02Z,2017-05
Chiyotairyu,1.49,Kyokushuho,2.625,2017-05-22T08:00:02Z,2017-05
Hakuho,1.03636363636364,Aoiyama,11.5,2017-05-22T08:00:02Z,2017-05
Harumafuji,1.29,Tamawashi,3.6,2017-05-22T08:00:02Z,2017-05
Ichinojo,1.58,Toyohibiki,2.38,2017-05-22T08:00:02Z,2017-05
Ikioi,1.62,Takanoiwa,2.3,2017-05-22T08:00:02Z,2017-05
Ishiura,2.12,Daishomaru,1.72,2017-05-22T08:00:02Z,2017-05
Kagayaki,1.71,Onosho,2.14,2017-05-22T08:00:02Z,2017-05
Kisenosato,1.24,Tochiozan,4.05,2017-05-22T08:00:02Z,2017-05
Kotoshogiku,1.95238095238095,Endo,1.85,2017-05-22T08:00:02Z,2017-05
Kotoyuki,1.94,Kaisei,1.86,2017-05-22T08:00:02Z,2017-05
Mitakeumi,1.75,Yoshikaze,2.08,2017-05-22T08:00:02Z,2017-05
Shodai,1.7,Hokutofuji,2.15,2017-05-22T08:00:02Z,2017-05
Sokokurai,1.56,Arawashi,2.43,2017-05-22T08:00:02Z,2017-05
Takakeisho,1.63,Takekaze,2.28,2017-05-22T08:00:02Z,2017-05
Takarafuji,1.76,Daieisho,2.06,2017-05-22T08:00:02Z,2017-05
Takayasu,1.19,Chiyonokuni,4.7,2017-05-22T08:00:02Z,2017-05
Terunofuji,1.86,Goeido,1.94,2017-05-22T08:00:02Z,2017-05
Tokushoryu,1.43,Yutakayama,2.83,2017-05-22T08:00:02Z,2017-05
Ura,1.54,Shohozan,2.48,2017-05-22T08:00:02Z,2017-05
Aoiyama,2.01,Hokutofuji,1.8,2017-05-22T11:00:05Z,2017-05
Goeido,1.37,Chiyoshoma,3.1,2017-05-22T11:00:05Z,2017-05
Hakuho,1.4,Takayasu,2.96,2017-05-22T11:00:05Z,2017-05
Ichinojo,1.72,Takanoiwa,2.12,2017-05-22T11:00:05Z,2017-05
Ikioi,1.6,Kagayaki,2.34,2017-05-22T11:00:05Z,2017-05
Ishiura,1.5,Yutakayama,2.59,2017-05-22T11:00:05Z,2017-05
Kisenosato,1.45,Kotoshogiku,2.76,2017-05-22T11:00:05Z,2017-05
Mitakeumi,1.48,Chiyonokuni,2.65,2017-05-22T11:00:05Z,2017-05
Myogiryu,1.92,Tokushoryu,1.88,2017-05-22T11:00:05Z,2017-05
Okinoumi,1.85,Daieisho,1.95238095238095,2017-05-22T11:00:05Z,2017-05
Shodai,1.49,Sokokurai,2.625,2017-05-22T11:00:05Z,2017-05
Shohozan,1.9,Arawashi,1.9,2017-05-22T11:00:05Z,2017-05
Takakeisho,1.68,Takarafuji,2.19,2017-05-22T11:00:05Z,2017-05
Takekaze,2.01,Toyohibiki,1.8,2017-05-22T11:00:05Z,2017-05
Tamawashi,1.35,Endo,3.2,2017-05-22T11:00:05Z,2017-05
Terunofuji,1.4,Yoshikaze,2.96,2017-05-22T11:00:05Z,2017-05
Ura,1.6,Kaisei,2.34,2017-05-22T11:00:05Z,2017-05
Goeido,1.41,Chiyoshoma,2.92,2017-05-22T12:00:02Z,2017-05
Hakuho,1.33333333333333,Takayasu,3.3,2017-05-22T12:00:02Z,2017-05
Ichinojo,1.88,Takanoiwa,1.92,2017-05-22T12:00:02Z,2017-05
Okinoumi,1.99,Daieisho,1.82,2017-05-22T12:00:02Z,2017-05
Tamawashi,1.4,Endo,2.96,2017-05-22T12:00:02Z,2017-05
Terunofuji,1.37,Yoshikaze,3.1,2017-05-22T12:00:02Z,2017-05
Kisenosato,1.41,Kotoshogiku,2.91,2017-05-22T13:00:02Z,2017-05
Mitakeumi,1.44444444444444,Chiyonokuni,2.78,2017-05-22T13:00:02Z,2017-05
Mitakeumi,1.35,Chiyonokuni,3.2,2017-05-22T14:00:01Z,2017-05
Ura,1.55,Kaisei,2.45,2017-05-22T14:00:01Z,2017-05
Hakuho,1.34,Takayasu,3.28,2017-05-22T15:00:02Z,2017-05
Mitakeumi,1.25,Chiyonokuni,3.96,2017-05-22T15:00:02Z,2017-05
Terunofuji,1.38,Yoshikaze,3.06,2017-05-22T15:00:02Z,2017-05
Hakuho,1.4,Takayasu,2.97,2017-05-22T16:00:02Z,2017-05
Mitakeumi,1.26,Chiyonokuni,3.92,2017-05-22T16:00:02Z,2017-05
Terunofuji,1.34,Yoshikaze,3.26,2017-05-22T16:00:02Z,2017-05
Ichinojo,1.94,Takanoiwa,1.86,2017-05-22T20:00:02Z,2017-05
Mitakeumi,1.25,Chiyonokuni,3.96,2017-05-22T20:00:02Z,2017-05
Myogiryu,1.95238095238095,Tokushoryu,1.85,2017-05-22T20:00:02Z,2017-05
Takakeisho,1.66,Takarafuji,2.22,2017-05-22T20:00:02Z,2017-05
Tamawashi,1.41,Endo,2.91,2017-05-22T20:00:02Z,2017-05
Terunofuji,1.33,Yoshikaze,3.32,2017-05-22T20:00:02Z,2017-05
Aoiyama,2.08,Hokutofuji,1.75,2017-05-22T21:00:02Z,2017-05
Ichinojo,1.96,Takanoiwa,1.84,2017-05-22T21:00:02Z,2017-05
Mitakeumi,1.28,Chiyonokuni,3.68,2017-05-22T21:00:02Z,2017-05
Shodai,1.42,Sokokurai,2.875,2017-05-22T21:00:02Z,2017-05
Takakeisho,1.62,Takarafuji,2.3,2017-05-22T21:00:02Z,2017-05
Tamawashi,1.4,Endo,2.96,2017-05-22T21:00:02Z,2017-05
Terunofuji,1.37,Yoshikaze,3.1,2017-05-22T21:00:02Z,2017-05
Ura,1.53,Kaisei,2.51,2017-05-22T21:00:02Z,2017-05
Goeido,1.44,Chiyoshoma,2.82,2017-05-22T23:00:01Z,2017-05
Ichinojo,2.06,Takanoiwa,1.76,2017-05-22T23:00:01Z,2017-05
Okinoumi,2.08,Daieisho,1.75,2017-05-22T23:00:01Z,2017-05
Takekaze,1.95238095238095,Toyohibiki,1.85,2017-05-22T23:00:01Z,2017-05
Terunofuji,1.4,Yoshikaze,2.97,2017-05-22T23:00:01Z,2017-05
Kisenosato,1.39,Kotoshogiku,3,2017-05-23T00:00:01Z,2017-05
Hakuho,1.43,Takayasu,2.85,2017-05-23T03:00:01Z,2017-05
Kisenosato,1.41,Kotoshogiku,2.93,2017-05-23T07:00:02Z,2017-05
Mitakeumi,1.29,Chiyonokuni,3.62,2017-05-23T07:00:02Z,2017-05
Aoiyama,2.08,Hokutofuji,1.75,2017-05-23T08:00:01Z,2017-05
Goeido,1.44,Chiyoshoma,2.82,2017-05-23T08:00:01Z,2017-05
Hakuho,1.42,Takayasu,2.875,2017-05-23T08:00:01Z,2017-05
Ichinojo,2.06,Takanoiwa,1.76,2017-05-23T08:00:01Z,2017-05
Ikioi,1.6,Kagayaki,2.34,2017-05-23T08:00:01Z,2017-05
Ishiura,1.48,Yutakayama,2.65,2017-05-23T08:00:01Z,2017-05
Kisenosato,1.41,Kotoshogiku,2.93,2017-05-23T08:00:01Z,2017-05
Mitakeumi,1.29,Chiyonokuni,3.62,2017-05-23T08:00:01Z,2017-05
Myogiryu,1.95238095238095,Tokushoryu,1.85,2017-05-23T08:00:01Z,2017-05
Okinoumi,2.08,Daieisho,1.75,2017-05-23T08:00:01Z,2017-05
Shodai,1.4,Sokokurai,2.96,2017-05-23T08:00:01Z,2017-05
Shohozan,1.9,Arawashi,1.9,2017-05-23T08:00:01Z,2017-05
Takakeisho,1.62,Takarafuji,2.3,2017-05-23T08:00:01Z,2017-05
Takekaze,1.95238095238095,Toyohibiki,1.85,2017-05-23T08:00:01Z,2017-05
Tamawashi,1.4,Endo,2.96,2017-05-23T08:00:01Z,2017-05
Terunofuji,1.4,Yoshikaze,2.97,2017-05-23T08:00:01Z,2017-05
Ura,1.53,Kaisei,2.51,2017-05-23T08:00:01Z,2017-05
Chiyoshoma,1.72,Takarafuji,2.12,2017-05-23T11:00:02Z,2017-05
Daieisho,1.72,Sokokurai,2.12,2017-05-23T11:00:02Z,2017-05
Hakuho,1.19,Goeido,4.7,2017-05-23T11:00:02Z,2017-05
Harumafuji,1.37,Mitakeumi,3.1,2017-05-23T11:00:02Z,2017-05
Hokutofuji,1.55,Daishomaru,2.45,2017-05-23T11:00:02Z,2017-05
Ichinojo,2.15,Myogiryu,1.7,2017-05-23T11:00:02Z,2017-05
Ikioi,1.48,Kotoyuki,2.65,2017-05-23T11:00:02Z,2017-05
Ishiura,1.75,Onosho,2.08,2017-05-23T11:00:02Z,2017-05
Kaisei,1.6,Toyohibiki,2.34,2017-05-23T11:00:02Z,2017-05
Kisenosato,1.4,Tamawashi,2.96,2017-05-23T11:00:02Z,2017-05
Kotoshogiku,1.48,Chiyonokuni,2.65,2017-05-23T11:00:02Z,2017-05
Okinoumi,2.04,Shohozan,1.78,2017-05-23T11:00:02Z,2017-05
Shodai,1.67,Ura,2.2,2017-05-23T11:00:02Z,2017-05
Takakeisho,1.68,Chiyotairyu,2.19,2017-05-23T11:00:02Z,2017-05
Takanoiwa,1.47,Kagayaki,2.69,2017-05-23T11:00:02Z,2017-05
Takayasu,1.45,Tochiozan,2.76,2017-05-23T11:00:02Z,2017-05
Takekaze,1.68,Arawashi,2.19,2017-05-23T11:00:02Z,2017-05
Terunofuji,1.17,Aoiyama,5.1,2017-05-23T11:00:02Z,2017-05
Yoshikaze,1.58,Endo,2.38,2017-05-23T11:00:02Z,2017-05
Yutakayama,1.53,Osunaarashi,2.51,2017-05-23T11:00:02Z,2017-05
Hakuho,1.22,Goeido,4.3,2017-05-23T12:00:01Z,2017-05
Ikioi,1.44444444444444,Kotoyuki,2.78,2017-05-23T12:00:01Z,2017-05
Kisenosato,1.55,Tamawashi,2.46,2017-05-23T12:00:01Z,2017-05
Shodai,1.82,Ura,1.99,2017-05-23T12:00:01Z,2017-05
Takayasu,1.4,Tochiozan,2.96,2017-05-23T12:00:01Z,2017-05
Terunofuji,1.16,Aoiyama,5.3,2017-05-23T12:00:01Z,2017-05
Yutakayama,1.48,Osunaarashi,2.65,2017-05-23T12:00:01Z,2017-05
Daieisho,1.67,Sokokurai,2.2,2017-05-23T13:00:01Z,2017-05
Hakuho,1.21,Goeido,4.5,2017-05-23T13:00:01Z,2017-05
Harumafuji,1.38,Mitakeumi,3.06,2017-05-23T13:00:01Z,2017-05
Kisenosato,1.58,Tamawashi,2.38,2017-05-23T13:00:01Z,2017-05
Okinoumi,2.11,Shohozan,1.73,2017-05-23T13:00:01Z,2017-05
Shodai,1.88,Ura,1.92,2017-05-23T13:00:01Z,2017-05
Hakuho,1.22,Goeido,4.3,2017-05-23T14:00:01Z,2017-05
Harumafuji,1.39,Mitakeumi,3,2017-05-23T14:00:01Z,2017-05
Hakuho,1.25,Goeido,3.95,2017-05-23T15:00:01Z,2017-05
Daieisho,1.65,Sokokurai,2.24,2017-05-23T16:00:01Z,2017-05
Ikioi,1.44,Kotoyuki,2.79,2017-05-23T16:00:01Z,2017-05
Kisenosato,1.59,Tamawashi,2.36,2017-05-23T16:00:01Z,2017-05
Takayasu,1.39,Tochiozan,3,2017-05-23T16:00:01Z,2017-05
Terunofuji,1.16666666666667,Aoiyama,5.1,2017-05-23T16:00:01Z,2017-05
Yoshikaze,1.57,Endo,2.41,2017-05-23T16:00:01Z,2017-05
Harumafuji,1.37,Mitakeumi,3.1,2017-05-23T17:00:01Z,2017-05
Hakuho,1.23,Goeido,4.2,2017-05-23T18:00:01Z,2017-05
Ichinojo,2.13,Myogiryu,1.72,2017-05-23T19:00:01Z,2017-05
Daieisho,1.66666666666667,Sokokurai,2.21,2017-05-23T20:00:01Z,2017-05
Kaisei,1.57,Toyohibiki,2.41,2017-05-23T20:00:01Z,2017-05
Takakeisho,1.65,Chiyotairyu,2.24,2017-05-23T20:00:01Z,2017-05
Takanoiwa,1.49,Kagayaki,2.63,2017-05-23T20:00:01Z,2017-05
Yoshikaze,1.59,Endo,2.36,2017-05-23T20:00:01Z,2017-05
Harumafuji,1.36,Mitakeumi,3.15,2017-05-23T21:00:01Z,2017-05
Hakuho,1.21,Goeido,4.4,2017-05-23T22:00:02Z,2017-05
Harumafuji,1.34,Mitakeumi,3.26,2017-05-23T22:00:02Z,2017-05
Terunofuji,1.13333333333333,Aoiyama,5.9,2017-05-23T22:00:02Z,2017-05
Daieisho,1.67,Sokokurai,2.2,2017-05-23T23:00:02Z,2017-05
Hakuho,1.19,Goeido,4.7,2017-05-23T23:00:02Z,2017-05
